"ft_dem","ft_rep","ft_lib","ft_con","ft_bigbiz","ft_unions","ft_xtnfund","ft_feminists","ft_gays","ft_trans","ft_muslims","ft_christians","ft_jews","ft_white","ft_black","ft_latino","ft_asian","ft_police","ft_blm","ft_maga","ft_nra","ft_rurams","ft_illegimmig","ft_dempres_pre","ft_reppres_pre","ft_biden_pre","ft_rfkJR_pre"
0,100,0,100,85,50,100,30,0,0,30,100,100,100,30,60,85,100,0,100,100,100,0,0,100,0,15
15,70,30,100,60,40,100,30,50,50,60,100,100,85,85,85,85,85,30,85,70,100,NA,0,70,0,30
15,85,50,100,50,40,70,50,50,50,70,100,85,100,100,NA,100,85,15,100,100,100,30,0,75,15,50
100,0,0,0,0,0,0,0,0,0,100,0,0,15,100,75,15,0,100,0,0,0,65,70,0,0,0
75,0,80,40,50,70,50,85,90,75,50,30,85,50,50,50,50,80,50,0,25,85,50,85,0,85,15
85,30,50,50,30,60,30,50,50,50,70,85,85,50,NA,70,60,85,70,0,30,100,60,100,0,70,30
100,0,70,30,50,85,100,85,85,85,70,100,100,100,NA,100,100,100,100,0,15,100,85,100,0,100,50
0,85,0,100,50,50,100,50,0,0,0,100,100,80,70,70,70,100,50,100,100,75,70,0,100,0,60
50,70,30,30,50,60,40,50,50,50,15,85,85,70,NA,50,70,85,0,50,70,85,0,70,50,49,40
0,85,5,95,80,30,75,0,30,5,50,95,95,95,50,50,70,95,0,95,90,85,0,0,85,0,70
70,15,50,40,40,70,30,50,50,30,15,70,50,50,50,50,15,50,40,0,15,50,30,90,0,85,10
15,70,15,70,50,50,50,50,50,50,50,50,50,50,50,50,50,100,15,70,60,50,15,30,70,30,50
70,15,60,40,50,60,15,50,50,50,50,50,60,60,60,60,60,60,50,0,0,50,50,70,0,60,15
90,0,95,5,40,95,0,70,70,50,50,35,50,59,59,59,59,70,55,0,2,75,59,95,0,100,15
0,70,15,40,0,50,0,30,100,50,50,85,50,50,50,50,50,70,0,85,50,85,40,0,75,0,50
50,20,50,10,30,70,50,70,50,50,50,50,60,50,50,50,50,70,50,0,50,60,40,100,0,75,30
94,29,70,60,60,85,70,60,40,3,0,90,85,85,45,50,40,85,70,50,45,75,25,85,30,85,50
60,15,60,60,50,50,50,60,40,40,60,70,60,70,60,50,60,70,40,60,60,70,40,85,0,70,40
40,40,60,50,50,70,50,50,50,50,50,60,50,50,50,50,50,70,50,50,50,50,40,75,40,15,60
85,0,85,30,50,70,50,70,70,85,50,60,85,95,95,96,50,50,85,0,50,85,70,100,0,100,15
2,55,25,60,5,50,20,10,50,30,50,60,50,60,70,70,75,70,10,35,50,90,25,5,67,2,75
85,40,85,40,85,70,70,85,70,70,60,100,40,100,100,85,70,85,50,40,50,100,50,70,40,100,50
85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,100,50
0,85,30,85,50,40,50,50,50,50,50,70,50,50,50,50,50,70,50,85,50,60,0,0,100,0,70
80,15,60,30,50,60,45,75,65,65,60,50,60,60,60,60,60,55,60,15,15,50,40,85,0,70,15
70,0,100,0,30,70,0,70,100,100,100,100,100,70,100,85,100,30,70,0,0,100,50,85,0,85,0
60,0,0,60,30,30,50,60,15,0,0,60,30,70,100,85,70,0,100,0,50,60,50,70,0,85,60
0,100,30,100,70,70,40,40,70,60,50,100,70,85,85,85,85,85,40,100,70,85,0,0,90,0,60
85,0,0,50,70,70,0,85,85,85,50,70,70,NA,70,85,100,70,100,0,0,70,70,100,0,95,50
50,85,85,85,70,70,85,70,50,50,70,100,85,100,100,100,100,85,40,NA,50,70,85,50,85,70,70
75,0,90,40,15,90,30,85,85,70,85,85,70,50,100,85,70,50,85,0,30,50,70,100,0,90,0
1,60,15,60,15,0,25,7,15,0,0,80,60,75,75,60,60,70,0,70,20,95,0,1,90,6,1
0,90,50,85,50,75,50,10,50,50,50,100,95,50,50,NA,50,90,10,75,50,100,50,0,100,0,40
100,30,40,60,30,100,NA,NA,NA,70,70,NA,100,85,100,50,70,85,100,NA,70,NA,50,100,40,50,50
15,85,15,85,0,50,100,85,50,50,0,100,50,50,50,100,50,70,100,100,85,70,0,NA,85,0,60
70,15,70,15,30,60,15,85,50,40,30,70,60,60,40,60,60,60,60,15,0,60,40,85,0,70,15
85,60,50,60,50,50,40,65,40,50,50,100,70,NA,NA,NA,NA,50,50,0,40,50,NA,95,0,90,50
0,70,0,100,10,50,100,0,0,0,0,100,100,60,60,60,60,100,0,100,100,100,0,0,100,0,50
40,70,15,85,NA,70,NA,15,50,15,60,85,85,70,70,70,70,100,15,85,70,85,0,40,70,30,60
0,100,0,100,50,70,85,0,70,0,70,85,0,100,100,100,100,85,0,100,100,100,0,0,100,0,100
70,15,70,60,30,80,30,85,90,85,70,85,85,85,85,85,85,60,85,0,0,65,70,80,0,90,15
10,85,30,95,50,60,95,50,50,50,70,100,95,NA,NA,NA,NA,80,0,90,75,50,0,0,95,0,70
0,100,50,50,50,50,85,50,50,50,50,100,50,50,50,50,50,100,50,50,100,50,15,0,90,0,0
8,10,50,50,0,50,30,40,50,50,50,100,50,100,100,100,100,50,50,40,70,50,0,0,0,0,0
70,60,50,50,40,50,60,70,70,50,50,100,80,70,90,60,70,50,100,50,70,80,50,85,15,70,50
60,40,60,40,0,100,0,40,85,40,70,0,85,70,70,85,85,40,40,0,30,85,50,70,0,60,30
0,85,0,90,50,50,85,85,0,0,50,100,85,90,90,90,90,95,15,80,85,100,25,0,85,15,30
30,85,15,60,40,60,40,40,60,50,40,85,70,70,60,40,50,60,40,50,60,50,15,15,85,0,60
70,30,70,30,40,70,50,50,50,50,40,60,70,40,NA,50,60,85,60,0,30,70,40,85,15,70,30
0,85,50,50,50,100,50,50,50,50,50,85,50,50,50,50,50,50,50,100,100,100,0,15,100,15,50
0,85,30,85,70,50,50,50,50,50,50,50,50,50,50,50,50,85,50,50,85,50,15,0,100,0,50
100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,85,85
30,70,60,75,65,50,50,40,80,70,50,80,90,50,50,60,60,80,10,75,70,80,10,20,70,30,50
75,15,80,40,0,70,50,80,85,80,70,90,80,65,65,65,80,75,80,0,40,85,65,85,0,85,80
40,40,50,60,85,30,85,50,100,50,100,100,100,50,100,100,100,100,15,50,15,100,15,40,40,40,0
75,30,90,30,50,90,30,90,100,100,90,90,90,100,100,100,100,75,90,0,0,90,100,100,0,100,0
15,85,0,100,50,30,100,50,50,50,70,85,50,50,50,50,50,100,0,100,NA,50,0,0,100,0,70
85,70,85,60,70,50,70,100,70,50,40,70,50,85,85,85,85,60,50,50,40,70,70,100,0,85,70
0,85,15,85,85,70,40,30,30,15,30,70,85,70,50,50,70,85,15,70,50,85,30,15,85,50,15
0,85,30,70,50,50,70,50,50,40,50,70,50,85,85,85,85,85,50,50,50,85,30,0,70,0,50
40,10,50,60,40,75,50,15,40,15,50,85,60,70,70,85,NA,60,40,15,50,50,50,5,0,10,0
70,40,70,60,70,85,40,90,100,90,100,85,100,50,50,50,50,90,90,0,50,80,50,60,0,15,85
20,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,85,25,50
60,0,70,15,0,85,50,50,50,50,50,50,50,85,85,85,85,50,70,0,0,15,85,70,0,40,0
70,30,70,60,70,60,60,60,0,0,60,100,70,60,60,60,60,60,60,60,50,50,50,100,0,85,60
95,0,75,85,90,90,5,50,60,40,75,65,100,50,85,85,85,90,65,0,0,75,45,95,0,95,0
70,15,85,50,50,85,15,85,85,85,85,85,85,50,50,50,50,60,85,0,0,50,50,100,0,85,0
60,70,60,85,50,70,50,65,30,30,100,70,70,85,85,85,85,85,60,75,85,70,40,40,85,40,50
0,100,50,60,50,70,50,50,50,30,40,85,50,50,50,50,50,70,50,100,100,50,0,0,100,0,50
15,70,40,80,70,50,NA,60,60,50,50,90,85,85,85,85,85,85,0,85,50,70,13,0,85,0,40
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,0,60
70,15,85,10,30,70,0,90,85,75,NA,15,75,85,85,85,85,60,65,0,0,35,20,85,0,85,0
60,0,60,30,40,50,0,70,40,40,40,40,40,50,60,60,60,60,30,0,0,40,50,60,0,85,0
30,50,15,50,50,40,40,50,50,30,50,50,50,50,50,50,50,70,30,60,50,70,15,0,50,0,60
60,70,40,30,15,70,50,40,0,50,40,30,40,40,40,40,15,60,50,30,40,60,0,0,85,0,30
50,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,15,50,60
25,65,5,70,68,40,35,16,50,5,50,55,55,95,95,95,95,89,36,45,40,86,95,15,80,50,45
85,0,50,85,85,50,50,50,50,50,50,85,50,70,70,100,70,85,15,50,50,85,70,85,15,70,50
60,0,15,0,0,70,0,70,100,40,0,0,85,60,60,70,85,70,0,0,0,70,30,50,0,50,60
85,60,50,15,50,50,50,60,50,50,50,50,50,70,70,100,50,50,85,0,50,50,60,100,0,85,70
0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,65,0,30
80,5,75,25,30,85,0,50,85,85,85,15,85,50,50,50,50,85,85,0,0,50,50,85,0,80,1
50,50,50,70,40,60,40,85,50,60,0,50,50,50,50,50,50,100,40,30,50,100,50,50,40,40,50
30,60,50,50,50,60,40,40,60,50,50,50,50,60,40,40,40,70,40,50,60,50,15,10,60,0,50
70,0,70,40,40,60,5,50,50,50,50,70,50,50,50,50,50,60,50,0,0,85,40,70,0,85,15
40,40,40,60,60,30,65,30,50,30,75,95,85,85,65,85,40,90,55,10,30,90,30,30,0,40,15
40,45,40,50,70,40,35,45,50,30,50,60,30,50,50,50,50,60,30,20,40,50,30,30,15,50,30
80,20,70,20,70,60,15,85,85,70,70,70,70,85,85,85,85,70,50,0,0,80,60,85,0,85,0
85,15,70,40,70,75,10,60,70,50,40,NA,85,60,60,40,50,85,60,0,40,70,30,70,10,85,15
100,0,85,0,60,85,15,60,50,50,40,85,85,85,70,85,85,85,85,0,0,100,50,100,0,100,0
85,0,85,40,30,75,75,90,100,NA,100,100,100,75,100,75,75,80,100,0,15,75,75,100,0,85,0
60,60,60,70,60,15,40,85,100,100,100,100,100,100,100,100,100,100,60,30,70,100,85,60,15,70,20
20,15,30,60,20,60,0,40,65,50,0,10,50,50,50,70,50,80,60,20,80,70,40,25,20,20,30
60,0,70,30,50,60,15,85,90,75,65,50,75,65,70,75,85,65,70,10,40,50,70,85,0,70,30
70,30,70,60,60,70,40,70,95,100,95,85,100,60,85,80,70,85,90,5,50,95,60,75,0,65,30
10,60,40,50,50,50,50,50,50,50,50,100,50,50,50,50,50,85,15,50,50,50,10,0,70,10,60
75,0,75,10,0,60,0,50,50,35,50,25,50,50,50,50,50,50,50,0,0,50,45,75,0,75,0
45,70,35,85,50,50,50,15,50,35,50,100,50,20,10,10,10,100,35,45,100,95,85,30,65,30,60
90,0,85,5,60,70,15,75,85,80,85,70,85,60,NA,75,65,35,85,0,5,65,75,90,0,90,0
55,60,50,60,60,50,60,50,50,40,50,60,85,70,70,80,80,70,40,30,50,70,40,65,40,60,30
85,15,50,50,60,50,40,50,40,40,50,60,50,70,60,70,70,50,50,50,50,50,50,70,0,60,50
70,0,60,30,30,30,30,70,50,50,50,50,50,50,50,50,50,85,50,0,40,50,0,100,0,70,30
50,50,60,60,40,50,60,60,70,85,50,70,70,60,70,60,60,60,70,50,70,70,30,50,70,60,50
85,0,60,30,40,60,50,40,60,50,50,85,85,70,50,60,70,85,50,0,0,70,NA,70,0,70,0
70,20,50,5,10,60,20,50,50,50,50,40,50,50,50,50,75,30,40,0,15,30,50,70,0,70,20
70,60,75,75,65,90,75,75,100,100,75,75,100,50,100,100,100,80,75,15,100,50,75,50,55,60,85
60,40,50,50,50,60,40,30,50,50,50,60,60,50,50,NA,50,70,50,0,40,60,50,85,0,70,30
65,15,65,65,50,75,20,75,75,85,75,65,75,75,75,75,75,40,75,0,35,90,65,80,0,85,10
15,85,40,85,50,50,50,50,50,40,40,85,85,50,50,50,50,100,15,100,50,50,30,15,100,15,15
100,50,NA,NA,0,40,NA,NA,NA,NA,NA,NA,NA,85,100,85,85,65,100,NA,NA,NA,NA,85,0,100,70
70,15,40,70,50,50,50,50,50,50,50,85,70,85,100,100,85,60,70,60,50,60,70,85,0,70,60
80,5,85,30,70,85,5,30,90,50,60,65,85,85,85,85,90,70,40,0,10,70,50,85,0,70,5
60,10,50,40,15,50,10,50,50,40,50,50,50,50,50,50,50,60,5,0,0,50,40,70,0,65,5
50,50,50,75,50,100,85,75,45,45,70,90,100,95,50,50,90,100,50,60,95,85,0,40,70,60,50
90,0,85,0,70,70,0,100,100,100,100,100,100,100,100,100,100,70,85,0,0,40,65,90,0,70,30
85,0,50,50,0,85,50,50,50,0,50,85,50,70,70,50,50,85,85,0,50,50,50,100,0,85,40
75,0,50,0,50,25,15,0,85,50,50,65,50,50,50,50,25,50,0,0,50,50,25,75,0,75,50
85,30,85,50,30,70,30,100,85,85,85,70,100,85,70,85,50,85,70,15,50,85,50,70,0,85,60
30,70,60,40,40,70,30,30,50,30,50,60,50,50,50,50,70,60,15,60,70,100,30,15,85,0,50
30,40,35,70,30,50,70,50,75,75,75,85,75,75,75,75,75,85,20,50,45,75,50,25,70,40,55
30,60,40,60,50,50,50,50,100,50,55,55,50,50,50,50,50,85,50,45,60,100,50,30,50,30,50
0,85,40,85,60,40,40,50,50,40,40,70,70,70,70,70,70,100,0,70,70,85,15,0,85,0,40
0,70,15,90,10,30,100,0,0,0,15,100,100,50,NA,50,50,95,0,90,85,95,10,0,85,30,60
60,60,40,30,60,40,15,60,85,40,60,70,70,85,85,70,100,60,30,15,40,70,20,50,60,30,75
0,70,50,90,75,65,50,50,100,85,90,100,100,90,90,90,90,90,40,85,70,100,40,0,85,0,50
85,0,70,0,50,100,0,70,85,85,70,50,85,85,100,100,100,60,100,0,0,50,60,100,0,100,0
90,0,85,15,40,50,0,85,60,50,50,85,85,85,50,50,50,50,85,0,15,40,40,85,0,85,0
15,70,50,100,100,50,50,50,0,0,50,100,50,100,100,100,100,100,0,100,100,50,0,0,100,0,50
75,15,70,50,15,70,15,70,50,50,50,50,50,40,50,50,100,40,70,0,15,60,50,90,0,85,0
95,45,50,50,40,50,50,50,50,50,50,50,50,40,60,40,50,50,50,0,20,60,85,75,0,95,50
70,15,85,40,30,100,0,85,100,100,100,85,100,100,100,100,100,85,85,0,15,85,100,85,0,85,30
40,60,50,50,40,65,50,50,70,50,NA,50,50,60,60,NA,60,70,30,60,50,50,50,30,60,30,100
30,100,15,85,25,50,45,40,30,15,50,85,80,NA,75,75,75,75,15,85,70,80,40,15,85,15,50
80,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,5,75,75
15,75,50,50,40,50,100,0,15,0,50,100,50,50,50,50,50,100,100,70,100,100,50,0,75,15,50
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0,35,0
70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,15,85,15
50,0,50,15,30,50,40,60,50,50,50,50,50,50,50,50,50,70,50,0,0,85,50,50,0,50,0
5,90,0,10,75,70,80,0,50,50,50,80,70,80,80,50,70,85,0,85,100,50,35,5,70,0,50
50,70,85,15,NA,85,50,70,85,70,70,70,100,NA,100,100,100,15,60,0,50,50,50,30,70,30,85
25,0,85,40,50,40,15,70,70,50,NA,70,50,85,85,85,85,40,60,0,50,70,85,40,0,30,20
85,0,70,15,60,70,15,85,85,70,85,85,85,70,70,70,70,85,70,0,0,70,50,85,0,70,0
85,40,50,70,50,85,85,60,100,85,85,100,85,60,100,85,85,85,100,40,50,85,60,85,15,60,50
85,0,60,30,50,85,15,40,60,40,50,30,85,70,70,70,70,85,80,0,15,70,30,100,0,85,0
30,40,30,40,60,30,15,70,50,50,30,60,85,70,70,NA,70,85,15,40,50,50,60,40,40,40,40
40,15,70,20,30,60,15,85,90,90,40,40,40,85,85,85,85,50,50,15,0,50,40,60,15,30,30
70,30,60,50,60,60,40,50,40,15,40,85,70,85,100,85,70,60,60,0,15,85,NA,70,5,60,20
0,0,40,50,50,40,50,50,50,50,50,50,50,50,50,70,50,60,50,50,40,70,50,15,60,50,50
50,50,60,40,60,85,70,85,85,85,100,100,100,50,100,NA,70,15,100,70,100,100,40,85,100,15,0
65,10,40,50,40,70,60,50,50,50,50,70,50,70,50,50,50,50,35,10,40,65,20,75,0,65,10
40,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,85,60,60
40,30,30,40,50,40,0,30,50,50,15,15,70,50,60,70,85,85,15,0,70,50,40,50,0,40,0
15,70,30,70,60,50,70,50,30,15,15,85,85,50,50,50,NA,70,0,70,60,85,0,0,85,15,50
60,30,30,60,30,100,20,100,100,100,85,100,100,NA,100,85,70,70,100,0,60,100,50,60,30,70,70
0,70,0,100,100,50,100,50,50,0,50,100,100,50,50,100,50,100,0,100,100,100,0,0,100,0,50
100,0,85,0,85,100,0,100,100,85,70,85,100,100,60,60,100,70,85,0,0,30,60,85,0,100,0
65,0,85,30,15,70,50,85,85,85,85,70,85,NA,NA,NA,NA,40,100,0,30,85,NA,90,0,75,20
0,85,0,100,60,50,100,70,0,0,0,100,100,60,60,40,40,85,60,70,100,100,0,0,0,0,50
70,80,50,75,40,50,100,50,50,50,75,100,100,50,75,50,50,90,0,50,50,50,50,0,70,0,86
15,100,15,85,85,60,15,15,50,50,70,50,60,85,75,85,70,70,40,70,30,70,70,0,100,0,50
70,30,50,50,50,70,15,100,100,100,70,40,100,85,85,85,85,85,70,0,30,85,60,85,0,70,15
40,40,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,60,60,40,50,50,50,60,30,60,50
0,70,15,85,40,50,50,15,50,50,50,100,85,50,50,50,50,85,0,85,70,100,0,0,85,0,50
60,15,60,40,60,50,30,60,100,70,70,85,85,85,85,70,60,85,30,0,30,85,30,60,0,70,0
85,40,100,70,85,70,15,100,100,85,50,70,85,85,60,50,100,15,70,0,0,50,40,85,15,60,50
100,0,50,40,70,100,100,60,50,0,70,100,100,70,100,100,100,60,100,50,0,50,0,100,0,100,50
90,5,85,15,30,15,0,60,30,40,70,30,50,85,40,70,70,85,50,0,0,85,15,85,0,60,0
85,30,85,40,15,85,15,100,100,100,85,50,70,70,100,100,100,30,85,15,30,50,70,100,0,60,60
60,10,70,40,55,20,40,70,80,80,70,50,80,80,80,75,85,80,50,5,0,70,50,80,0,65,5
50,60,50,60,40,85,70,85,50,50,60,70,70,70,70,70,70,70,50,50,50,70,40,40,40,40,NA
15,85,40,70,70,30,70,40,40,40,50,70,70,85,70,85,70,85,30,70,60,85,40,0,85,15,60
15,15,50,50,50,50,50,50,50,50,50,50,50,85,85,100,100,60,50,NA,50,50,100,15,15,15,15
70,0,70,0,0,70,0,100,70,100,60,40,50,50,60,60,70,0,70,0,0,50,60,90,0,85,0
30,85,50,50,50,70,50,15,60,50,50,50,50,70,70,50,70,60,40,50,50,50,50,15,70,0,50
15,80,0,50,50,10,50,30,10,0,0,85,50,50,50,50,50,50,0,100,100,95,10,0,100,0,NA
0,70,50,100,85,50,50,50,50,50,50,100,100,100,100,NA,100,100,15,100,100,100,0,0,100,0,85
20,90,50,35,50,60,90,80,35,25,50,90,50,50,50,50,80,60,20,50,50,50,40,10,90,20,50
50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,50,0
85,30,70,40,40,100,NA,70,60,60,60,100,50,85,85,85,85,70,60,0,30,50,70,85,0,70,30
40,70,15,70,50,60,15,50,30,15,50,85,85,85,70,70,85,85,0,15,100,50,30,60,60,40,0
40,30,50,50,40,70,70,70,85,50,85,70,85,70,70,70,70,70,70,15,30,50,50,85,0,70,15
50,60,50,50,50,50,50,50,50,40,90,95,90,100,100,100,100,95,50,15,75,95,80,60,0,60,50
40,15,60,75,40,70,0,60,80,40,40,85,85,60,40,50,NA,80,20,0,0,70,0,60,0,60,60
15,70,30,85,85,50,100,50,0,0,50,100,100,50,50,55,50,100,0,85,70,85,20,0,85,15,50
30,70,40,30,50,40,60,50,15,0,50,70,40,40,40,50,50,50,40,15,50,15,40,30,85,0,50
0,100,15,85,85,85,30,50,50,50,50,70,70,85,50,50,NA,85,15,85,85,85,0,0,85,0,75
70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,15,40,100
0,100,30,85,85,50,50,50,50,50,50,100,85,NA,50,50,50,100,0,100,85,85,0,15,100,15,85
15,60,15,60,50,50,30,0,0,0,30,30,30,50,50,60,50,90,0,50,60,50,30,0,85,0,95
NA,NA,50,60,50,85,NA,50,NA,NA,100,100,100,NA,NA,NA,NA,100,NA,0,0,100,NA,NA,0,NA,70
80,0,90,15,20,90,10,90,95,90,90,50,90,80,90,90,90,65,90,0,0,65,60,90,0,99,0
30,70,15,70,50,60,60,50,60,40,70,100,70,70,70,70,70,85,60,70,70,85,NA,15,60,30,40
15,85,50,50,50,50,85,50,15,40,40,100,85,100,100,100,100,85,70,50,40,85,50,15,100,15,60
100,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,30,100,30
50,0,75,0,50,50,0,70,100,100,30,0,30,40,70,40,70,50,100,0,0,30,70,85,0,85,40
0,15,15,50,60,85,40,50,60,15,0,85,100,NA,50,85,50,85,40,60,85,100,40,0,40,0,100
60,40,40,55,67,45,55,40,40,40,60,75,85,70,NA,50,60,90,60,30,15,90,40,60,0,50,50
50,30,35,58,30,50,50,35,50,15,55,70,60,75,50,65,75,75,30,0,25,85,15,60,30,50,15
50,50,50,85,50,85,40,85,85,50,85,85,85,100,85,100,100,85,40,30,85,85,15,60,30,30,70
80,20,70,70,50,60,15,85,70,70,70,85,70,50,50,50,50,85,70,15,15,85,15,80,0,90,15
70,0,70,0,0,75,0,100,100,100,100,30,100,100,100,100,100,15,85,0,10,70,60,75,0,85,15
85,0,100,0,0,100,0,100,100,100,100,0,100,85,100,100,100,70,100,0,0,100,100,85,0,60,0
0,85,70,60,30,60,85,60,15,0,30,100,100,85,85,85,85,85,15,100,85,100,0,0,85,0,50
30,60,40,50,50,35,50,85,85,85,85,85,85,50,50,50,50,85,0,50,50,85,0,15,60,15,50
0,60,15,85,40,30,50,40,50,40,60,85,60,60,60,60,60,85,40,70,60,85,40,15,75,15,60
50,70,40,85,50,50,60,40,50,15,40,85,70,NA,60,70,60,70,30,50,75,85,45,15,70,15,50
0,70,0,70,60,40,100,0,0,0,0,100,100,50,50,60,50,100,0,60,50,100,15,0,60,0,50
85,30,60,50,50,70,30,85,50,85,50,40,70,70,70,75,70,50,60,0,15,50,50,100,0,85,15
0,100,15,75,75,70,100,100,100,100,100,100,100,100,100,100,100,80,75,60,100,100,20,0,70,0,50
30,60,50,85,50,60,85,30,50,50,50,100,70,50,50,50,50,70,40,70,85,100,40,40,70,40,50
70,30,60,50,40,70,15,30,40,50,NA,30,50,70,60,50,60,50,40,0,30,40,NA,85,0,70,40
50,40,40,40,40,50,0,85,50,70,50,60,100,50,50,50,60,40,50,0,40,40,30,50,0,40,40
0,60,20,70,50,50,80,15,100,50,100,100,100,100,100,100,100,90,30,30,100,100,100,10,75,0,50
30,70,60,80,90,65,60,45,60,50,60,100,100,100,100,100,100,70,40,NA,45,NA,NA,25,70,50,85
20,60,30,70,60,60,60,85,50,50,40,85,85,100,85,85,85,100,0,100,100,100,0,0,85,0,60
40,60,40,75,85,50,40,10,85,50,50,50,50,50,50,50,50,90,30,90,50,85,15,15,85,10,50
60,30,85,70,70,70,0,100,50,50,40,50,0,100,NA,100,100,85,60,40,40,50,100,50,15,15,50
50,70,50,100,15,70,70,40,50,50,50,100,100,100,100,100,100,40,40,30,100,100,10,15,60,0,50
100,0,50,0,0,70,0,100,100,60,0,0,50,50,70,70,NA,80,0,0,50,70,70,85,0,70,100
40,15,55,50,50,40,40,90,90,50,90,90,90,75,75,75,75,60,50,10,10,80,50,75,0,70,40
60,0,85,15,60,100,0,85,85,85,85,40,85,85,85,85,100,85,85,0,0,60,85,70,0,60,0
70,15,60,50,30,40,15,50,50,50,50,40,50,60,50,50,50,60,40,0,15,50,60,100,0,85,30
100,15,70,30,40,50,50,50,50,30,50,50,50,NA,NA,NA,NA,85,60,0,30,15,NA,100,0,85,0
75,10,65,25,45,55,20,55,90,70,55,70,70,50,50,50,60,70,55,0,0,50,25,95,0,80,5
60,30,50,0,40,60,15,50,50,40,50,50,50,50,50,50,50,60,50,50,60,60,40,50,40,60,30
100,15,85,30,30,85,60,85,85,85,70,85,85,NA,70,70,70,85,70,0,15,40,60,100,0,85,0
0,40,0,100,50,0,50,85,100,100,100,100,100,100,100,100,100,100,0,100,85,100,0,0,98,0,30
70,60,50,50,60,NA,50,50,50,15,50,85,100,100,NA,100,100,70,70,30,15,50,50,50,15,60,50
75,15,70,50,50,50,50,50,80,70,70,70,70,45,50,50,50,50,80,0,30,50,50,100,0,85,50
75,15,60,40,40,65,30,50,50,50,50,50,50,50,50,50,50,70,50,10,30,50,50,80,10,90,15
60,60,70,80,70,55,50,85,85,50,60,70,70,95,95,95,95,90,85,50,80,85,15,85,45,60,70
0,60,30,70,70,60,70,30,50,50,0,100,85,50,50,50,50,85,0,50,50,85,15,0,70,0,60
40,70,40,85,70,15,50,85,85,70,50,100,85,100,70,50,60,85,50,50,0,85,0,30,70,15,50
70,15,70,30,40,50,15,NA,70,50,50,NA,NA,50,50,50,NA,60,50,0,15,50,50,85,0,85,15
40,60,50,40,40,50,50,40,50,30,50,50,50,50,60,85,60,60,50,30,50,50,50,15,70,15,85
85,15,45,60,60,65,60,75,85,85,70,70,90,95,100,100,100,100,75,0,65,85,50,100,0,85,0
15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,40
5,75,10,80,60,50,40,0,20,10,40,55,70,50,60,60,70,85,30,75,70,60,0,30,80,0,70
70,15,40,30,30,60,15,60,50,50,85,50,85,50,50,NA,50,70,60,0,0,50,40,100,0,85,15
60,90,40,85,50,40,70,50,15,0,40,100,85,50,50,50,50,70,50,85,60,85,40,30,75,15,55
85,0,50,50,50,85,50,85,85,85,50,85,85,70,70,70,70,85,50,0,50,85,50,85,0,85,0
15,70,15,90,40,85,85,40,50,15,50,85,85,85,85,85,85,85,30,80,85,100,50,15,85,15,60
75,15,65,60,85,65,10,85,85,85,70,30,85,85,85,85,85,75,85,0,10,85,70,85,0,85,0
70,30,70,15,40,70,15,50,100,50,50,50,60,50,50,50,50,70,40,0,30,50,50,85,0,70,15
0,70,0,100,70,50,70,50,50,50,50,85,85,50,NA,50,85,100,0,100,85,85,0,0,85,0,50
70,0,70,5,30,85,0,100,100,100,100,49,99,50,100,100,75,0,100,0,0,50,80,90,0,85,0
60,30,60,30,0,85,85,60,50,50,85,85,85,70,85,85,70,50,60,0,40,60,70,85,0,70,0
85,10,75,10,40,50,10,75,70,60,75,50,90,45,55,50,50,70,75,0,0,40,45,90,0,85,15
